page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
1566,Mary Batson (New Earth),\/wiki\/Mary_Batson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,168,"1995, April",1995
1482,Jean Loring (New Earth),\/wiki\/Jean_Loring_(New_Earth),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,168,"1961, October",1961
7585,Oberon (New Earth),\/wiki\/Oberon_(New_Earth),Public Identity,,Blue Eyes,White Hair,Male Characters,,Living Characters,167,"1971, April",1971
2612,Grant Emerson (New Earth),\/wiki\/Grant_Emerson_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,166,"1994, April",1994
3473,Rita Farr (New Earth),\/wiki\/Rita_Farr_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,166,"1963, June",1963
3719,Jason Rusch (New Earth),\/wiki\/Jason_Rusch_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,165,"2004, July",2004
1679,Hector Hall (New Earth),\/wiki\/Hector_Hall_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,165,"1983, September",1983
10969,Mercury (New Earth),\/wiki\/Mercury_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,165,"1962, April",1962
4637,Jaime Reyes (New Earth),\/wiki\/Jaime_Reyes_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,164,"2006, February",2006
9652,Platinum (New Earth),\/wiki\/Platinum_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Female Characters,,Living Characters,164,"1962, April",1962
11609,Andre Chavard (New Earth),\/wiki\/Andre_Chavard_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,164,"1942, June",1942
11871,Daniel Leong (New Earth),\/wiki\/Daniel_Leong_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,164,"1942, February",1942
13463,Vril Dox II (New Earth),\/wiki\/Vril_Dox_II_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,163,"1964, February",1964
12225,"Roy Raymond, Sr. (New Earth)","\/wiki\/Roy_Raymond,_Sr._(New_Earth)",Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,163,"1949, November",1949
1798,Uncle Sam (New Earth),\/wiki\/Uncle_Sam_(New_Earth),Secret Identity,,Blue Eyes,White Hair,Male Characters,,Living Characters,162,"1940, July",1940
1858,Metron (New Earth),\/wiki\/Metron_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,161,"1971, March",1971
9655,Iron (New Earth),\/wiki\/Iron_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,161,"1962, April",1962
9656,Lead (New Earth),\/wiki\/Lead_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,161,"1962, April",1962
1709,Lucas Carr (New Earth),\/wiki\/Lucas_Carr_(New_Earth),Public Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,161,"1960, March",1960
1597,Hartley Rathaway (New Earth),\/wiki\/Hartley_Rathaway_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,160,"1959, May",1959
1450,Lana Lang (New Earth),\/wiki\/Lana_Lang_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,159,"1986, October",1986
4430,Rose Wilson (New Earth),\/wiki\/Rose_Wilson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,158,"1992, October",1992
2755,DeSaad (New Earth),\/wiki\/DeSaad_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158,"1971, May",1971
31787,Charles Taine (Pre-Zero Hour),\/wiki\/Charles_Taine_(Pre-Zero_Hour),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158,"1961, May",1961
1463,Bane (New Earth),\/wiki\/Bane_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157,"1993, January",1993
2766,Salakk (New Earth),\/wiki\/Salakk_(New_Earth),Secret Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,155,"1982, February",1982
9653,Tin (New Earth),\/wiki\/Tin_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,155,"1962, April",1962
17885,Samuel Morgan (New Earth),\/wiki\/Samuel_Morgan_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Deceased Characters,155,"1937, March",1937
8734,Eve Eden (New Earth),\/wiki\/Eve_Eden_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,154,"1966, September",1966
1469,Harleen Quinzel (New Earth),\/wiki\/Harleen_Quinzel_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,153,"1999, October",1999
1835,Benjamin Turner (New Earth),\/wiki\/Benjamin_Turner_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,153,"1975, May",1975
3656,Mark Mardon (New Earth),\/wiki\/Mark_Mardon_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,152,"1960, January",1960
1558,Teth-Adam (New Earth),\/wiki\/Teth-Adam_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,152,"1945, December",1945
5315,Catherine Grant (New Earth),\/wiki\/Catherine_Grant_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,151,"1987, January",1987
1699,Terrence Sloane (New Earth),\/wiki\/Terrence_Sloane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151,"1942, January",1942
51559,Jason Blood (New Earth),\/wiki\/Jason_Blood_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,148,"1972, September",1972
9654,Gold (New Earth),\/wiki\/Gold_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,147,"1962, April",1962
1708,Victor Fries (New Earth),\/wiki\/Victor_Fries_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,143,"1959, February",1959
12024,Thomas Wayne (New Earth),\/wiki\/Thomas_Wayne_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,142,"1987, February",1987
1840,Arthur Light (New Earth),\/wiki\/Arthur_Light_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,142,"1962, June",1962
37939,Lester Davis (New Earth),\/wiki\/Lester_Davis_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,142,"1957, February",1957
1881,Artemis of Bana-Mighdall (New Earth),\/wiki\/Artemis_of_Bana-Mighdall_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,141,"1994, September",1994
16146,Alanna Strange (New Earth),\/wiki\/Alanna_Strange_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,141,"1958, December",1958
22057,Nuidis Vulko (New Earth),\/wiki\/Nuidis_Vulko_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,140,"1967, September",1967
24162,Steven Dayton (New Earth),\/wiki\/Steven_Dayton_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,140,"1964, November",1964
1800,Lee Travis (New Earth),\/wiki\/Lee_Travis_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,139,"1938, October",1938
13261,Martin Stein (New Earth),\/wiki\/Martin_Stein_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,138,"1978, March",1978
1853,Solis (New Earth),\/wiki\/Solis_(New_Earth),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,138,"1971, March",1971
42572,Alfred Twidgett (New Earth),\/wiki\/Alfred_Twidgett_(New_Earth),Public Identity,,,,Male Characters,,Living Characters,137,"1942, June",1942
113540,Tubby Watts (New Earth),\/wiki\/Tubby_Watts_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Living Characters,137,"1941, September",1941
10339,Unknown Soldier I (New Earth),\/wiki\/Unknown_Soldier_I_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,136,"1970, July",1970
1945,Giovanni Giuseppe (New Earth),\/wiki\/Giovanni_Giuseppe_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,136,"1960, July",1960
1716,Cynthia Reynolds (New Earth),\/wiki\/Cynthia_Reynolds_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,134,"1984, October",1984
1660,Victoria Vale (New Earth),\/wiki\/Victoria_Vale_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,134,"1948, October",1948
1467,Lucius Fox (New Earth),\/wiki\/Lucius_Fox_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,133,"1979, January",1979
1846,Ganthet (New Earth),\/wiki\/Ganthet_(New_Earth),Public Identity,Good Characters,Green Eyes,White Hair,Male Characters,,Living Characters,132,1992,1992
1573,Izaya (New Earth),\/wiki\/Izaya_(New_Earth),Public Identity,Good Characters,Grey Eyes,White Hair,Male Characters,,Deceased Characters,132,"1971, March",1971
70786,Barbara Ann Minerva (New Earth),\/wiki\/Barbara_Ann_Minerva_(New_Earth),Public Identity,,Brown Eyes,,Female Characters,,Living Characters,131,"1987, August",1987
1603,Rory Regan (New Earth),\/wiki\/Rory_Regan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,131,"1976, September",1976
1789,Eclipso (New Earth),\/wiki\/Eclipso_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,131,"1963, July",1963
3610,Mick Rory (New Earth),\/wiki\/Mick_Rory_(New_Earth),Public Identity,,Blue Eyes,,Male Characters,,Living Characters,131,"1963, November",1963
32739,Kyle Morgan (New Earth),\/wiki\/Kyle_Morgan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,131,"1957, February",1957
37941,Matthew Ryan (New Earth),\/wiki\/Matthew_Ryan_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,131,"1957, February",1957
1830,Dinah Drake (New Earth),\/wiki\/Dinah_Drake_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,131,"1947, August",1947
2607,Robert Langstrom (New Earth),\/wiki\/Robert_Langstrom_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,130,"1970, June",1970
6417,Sargent Steel (New Earth),\/wiki\/Sargent_Steel_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,130,"1964, December",1964
6063,Victory (New Earth),\/wiki\/Victory_(New_Earth),,Good Characters,Black Eyes,White Hair,Male Characters,,Living Characters,130,"1941, September",1941
3680,Katma Tui (New Earth),\/wiki\/Katma_Tui_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,129,"1964, July",1964
37934,Walter Haley (New Earth),\/wiki\/Walter_Haley_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,129,"1957, February",1957
1569,Charles Victor Szasz (New Earth),\/wiki\/Charles_Victor_Szasz_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,128,"1967, June",1967
5959,Ares (New Earth),\/wiki\/Ares_(New_Earth),Public Identity,Bad Characters,Red Eyes,Blond Hair,Male Characters,,Living Characters,127,"1987, February",1987
69033,Rip Carter (New Earth),\/wiki\/Rip_Carter_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,127,"1942, June",1942
1843,Eradicator (New Earth),\/wiki\/Eradicator_(New_Earth),Public Identity,Good Characters,Photocellular Eyes,Black Hair,Male Characters,,Deceased Characters,126,"1989, May",1989
5302,Emil Hamilton (New Earth),\/wiki\/Emil_Hamilton_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,Grey Hair,Male Characters,,Living Characters,126,"1987, January",1987
4874,Richard Swift (New Earth),\/wiki\/Richard_Swift_(New_Earth),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,126,"1942, September",1942
22705,Frederick Freeman (New Earth),\/wiki\/Frederick_Freeman_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,125,"1995, May",1995
1904,Katar Hol (New Earth),\/wiki\/Katar_Hol_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,125,"1989, August",1989
1702,Richard Occult (New Earth),\/wiki\/Richard_Occult_(New_Earth),Secret Identity,,Grey Eyes,Black Hair,Male Characters,,Living Characters,125,"1935, October",1935
1578,Maxima (New Earth),\/wiki\/Maxima_(New_Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Deceased Characters,124,"1989, September",1989
2611,Dawn Granger (New Earth),\/wiki\/Dawn_Granger_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,124,"1988, October",1988
1970,Inza Cramer (New Earth),\/wiki\/Inza_Cramer_(New_Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Deceased Characters,124,"1940, May",1940
1584,Linda Danvers (New Earth),\/wiki\/Linda_Danvers_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,123,"1996, September",1996
5336,Dubbilex (New Earth),\/wiki\/Dubbilex_(New_Earth),Public Identity,Good Characters,Green Eyes,,Male Characters,,Living Characters,123,"1971, March",1971
9907,Gunner MacKay (New Earth),\/wiki\/Gunner_MacKay_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,123,"1959, May",1959
2609,Antonia Monetti (New Earth),\/wiki\/Antonia_Monetti_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,122,"1996, October",1996
1693,Jack Knight (New Earth),\/wiki\/Jack_Knight_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,122,"1994, September",1994
9039,Skeets (New Earth),\/wiki\/Skeets_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,122,"1986, February",1986
1791,Nimue Inwudu (New Earth),\/wiki\/Nimue_Inwudu_(New_Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,121,"1978, February",1978
12290,Khaji Da (New Earth),\/wiki\/Khaji_Da_(New_Earth),Secret Identity,Good Characters,,,,,Living Characters,121,"1964, June",1964
9908,Sarge Clay (New Earth),\/wiki\/Sarge_Clay_(New_Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,121,"1959, May",1959
11851,Elizabeth Lawrence (New Earth),\/wiki\/Elizabeth_Lawrence_(New_Earth),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,120,"1942, December",1942
14503,Pallas Athena (New Earth),\/wiki\/Pallas_Athena_(New_Earth),Public Identity,Neutral Characters,Grey Eyes,Brown Hair,Female Characters,,Living Characters,118,"1958, May",1958
8335,Crispus Allen (New Earth),\/wiki\/Crispus_Allen_(New_Earth),Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Deceased Characters,116,"2000, March",2000
1520,Evan McCulloch (New Earth),\/wiki\/Evan_McCulloch_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,116,"1989, February",1989
47920,Terrence Long (New Earth),\/wiki\/Terrence_Long_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,116,"1981, June",1981
2776,Strata (New Earth),\/wiki\/Strata_(New_Earth),Public Identity,Good Characters,White Eyes,,Female Characters,,Living Characters,115,"1989, February",1989
1718,Granny Goodness (New Earth),\/wiki\/Granny_Goodness_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,115,"1971, June",1971
1841,Dolphin (New Earth),\/wiki\/Dolphin_(New_Earth),,Good Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,115,"1968, December",1968
14510,Zeus (New Earth),\/wiki\/Zeus_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,115,"1941, December",1941
10139,Holly Robinson (New Earth),\/wiki\/Holly_Robinson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Homosexual Characters,Living Characters,114,"1987, February",1987
38844,Martha Kane (New Earth),\/wiki\/Martha_Kane_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,113,"1987, February",1987
1845,Jason Woodrue (New Earth),\/wiki\/Jason_Woodrue_(New_Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,,Living Characters,113,"1962, July",1962
16382,John Sargent (New Earth),\/wiki\/John_Sargent_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,113,"1941, May",1941
8107,Dian Belmont (New Earth),\/wiki\/Dian_Belmont_(New_Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,Deceased Characters,113,"1940, February",1940
6748,Edward Bloomberg (New Earth),\/wiki\/Edward_Bloomberg_(New_Earth),Secret Identity,Good Characters,Yellow Eyes,Grey Hair,Male Characters,,Deceased Characters,111,"1984, June",1984
13644,Leslie Thompkins (New Earth),\/wiki\/Leslie_Thompkins_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,111,"1976, March",1976
6408,Tara Markov (Team Titans),\/wiki\/Tara_Markov_(Team_Titans),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,110,1991,1991
4837,Dmitri Pushkin (New Earth),\/wiki\/Dmitri_Pushkin_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,110,"1987, February",1987
2762,June Moone (New Earth),\/wiki\/June_Moone_(New_Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,110,"1966, April",1966
1610,Mia Dearden (New Earth),\/wiki\/Mia_Dearden_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,109,"2001, May",2001
14454,Krypto (New Earth),\/wiki\/Krypto_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,109,"1955, March",1955
7230,Ohiyesa I (New Earth),\/wiki\/Ohiyesa_I_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,109,"1949, September",1949
1792,Donald Richards (New Earth),\/wiki\/Donald_Richards_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,109,"1942, March",1942
1880,Zauriel (New Earth),\/wiki\/Zauriel_(New_Earth),Public Identity,Good Characters,Red Eyes,White Hair,Male Characters,,Living Characters,108,"1997, June",1997
2624,Leonid Kovar (New Earth),\/wiki\/Leonid_Kovar_(New_Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,108,"1968, December",1968
1648,Thomas Blake (New Earth),\/wiki\/Thomas_Blake_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,108,"1963, January",1963
2702,Emily Briggs (New Earth),\/wiki\/Emily_Briggs_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,107,"1985, September",1985
2623,Lilith Clay (New Earth),\/wiki\/Lilith_Clay_(New_Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Deceased Characters,107,"1970, February",1970
40081,Thomas Tresser (New Earth),\/wiki\/Thomas_Tresser_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,106,"1980, September",1980
45837,Hans von Hammer (New Earth),\/wiki\/Hans_von_Hammer_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,106,"1965, February",1965
8530,William Polk (New Earth),\/wiki\/William_Polk_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,106,"1948, February",1948
1914,Lyla Michaels (New Earth),\/wiki\/Lyla_Michaels_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,105,"1982, July",1982
14345,Bruce Gordon (New Earth),\/wiki\/Bruce_Gordon_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,105,"1963, July",1963
341732,Sugar Plumm (New Earth),\/wiki\/Sugar_Plumm_(New_Earth),,Good Characters,,Blond Hair,Female Characters,,Living Characters,105,"1956, May",1956
1470,Jervis Tetch (New Earth),\/wiki\/Jervis_Tetch_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,105,"1948, October",1948
80244,Enya Wazzo (New Earth),\/wiki\/Enya_Wazzo_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,104,"1989, November",1989
1924,Werner Vertigo (New Earth),\/wiki\/Werner_Vertigo_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,104,"1978, July",1978
112409,Sapphire Stagg (New Earth),\/wiki\/Sapphire_Stagg_(New_Earth),,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,104,"1965, January",1965
18697,Zinda Blake (New Earth),\/wiki\/Zinda_Blake_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,104,"1959, February",1959
341733,Cecil Wilson (New Earth),\/wiki\/Cecil_Wilson_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Living Characters,104,"1956, May",1956
14501,Aphrodite (New Earth),\/wiki\/Aphrodite_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,104,"1941, December",1941
12204,Sarah Essen (New Earth),\/wiki\/Sarah_Essen_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,103,"1987, March",1987
1643,Jade Nguyen (New Earth),\/wiki\/Jade_Nguyen_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,103,"1983, August",1983
2645,Rip Hunter (New Earth),\/wiki\/Rip_Hunter_(New_Earth),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,103,"1959, June",1959
11879,Wing How (New Earth),\/wiki\/Wing_How_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,103,"1938, October",1938
14753,Jack Drake (New Earth),\/wiki\/Jack_Drake_(New_Earth),,Good Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,102,"1989, August",1989
15618,Vril Dox I (New Earth),\/wiki\/Vril_Dox_I_(New_Earth),Secret Identity,Bad Characters,Green Eyes,,Male Characters,,Living Characters,102,"1988, March",1988
144550,Adolf Hitler (New Earth),\/wiki\/Adolf_Hitler_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,101,"1942, March",1942
1614,Grace Choi (New Earth),\/wiki\/Grace_Choi_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,100,"2003, August",2003
10481,Lawrence Jordan (New Earth),\/wiki\/Lawrence_Jordan_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,100,"1942, February",1942
1869,Natasha Irons (New Earth),\/wiki\/Natasha_Irons_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,99,"1994, February",1994
1797,Katherine Spencer (New Earth),\/wiki\/Katherine_Spencer_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,98,"2004, October",2004
2780,Stealth (New Earth),\/wiki\/Stealth_(New_Earth),Secret Identity,Good Characters,Pink Eyes,White Hair,Female Characters,,Deceased Characters,98,"1989, February",1989
4170,Lorraine Reilly (New Earth),\/wiki\/Lorraine_Reilly_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,98,"1982, June",1982
1623,Noah Kuttler (New Earth),\/wiki\/Noah_Kuttler_(New_Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,98,"1976, September",1976
1903,Despero (New Earth),\/wiki\/Despero_(New_Earth),Public Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,98,"1960, November",1960
69043,Jan Haasan (New Earth),\/wiki\/Jan_Haasan_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,98,"1942, June",1942
16693,Tef\u00e9 Holland (New Earth),\/wiki\/Tef%C3%A9_Holland_(New_Earth),,Bad Characters,Blue Eyes,White Hair,Female Characters,Bisexual Characters,Living Characters,97,"1989, December",1989
2085,Hippolyta Trevor (New Earth),\/wiki\/Hippolyta_Trevor_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,97,"1983, February",1983
1851,Jeffrey Franklin Burr (New Earth),\/wiki\/Jeffrey_Franklin_Burr_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,97,"1976, March",1976
16836,Bizarro (New Earth),\/wiki\/Bizarro_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,96,"2000, September",2000
1850,Henry Henshaw (New Earth),\/wiki\/Henry_Henshaw_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,96,"1990, May",1990
27613,Charles Dickles (New Earth),\/wiki\/Charles_Dickles_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,96,"1941, June",1941
14777,Maxine Hunkel (New Earth),\/wiki\/Maxine_Hunkel_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,95,"2007, February",2007
1977,Dream (New Earth),\/wiki\/Dream_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,95,"1989, January",1989
1847,Wade Eiling (New Earth),\/wiki\/Wade_Eiling_(New_Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,95,"1987, March",1987
1967,Black Manta (New Earth),\/wiki\/Black_Manta_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,95,"1967, October",1967
